shiftname,start time,end time,length,date,route,department
ULEADER2 EVE,18:30,22:00,3.5,11/8/16,,Service
SERVICE2 MID,11:00:00,15:00:00,4,11/9/16,,Service
RO AM,8:00:00,14:15:00,6.25,11/13/16,,Operations
38-1 PM1,13:40,16:40,3,11/15/16,38,Bus
ULEADER2 EVE,18:30,22:00,3.5,11/15/16,,Service
31-3 MID,10:47,14:17,3.5,11/21/16,31,Bus
UD AM,6:15,10:15,4,11/21/16,,Operations
SERVICE2 AM,7:00,11:00,4,11/22/16,,Service
SERVICE2 MID,11:00,14:59,4,11/22/16,,Service
38-1 PM1,13:40,16:40,3,11/29/16,38,Bus
ULEADER2 EVE,18:30,22:00,3.5,11/29/16,,Service
RO AM,8:00:00,14:15:00,6.25,12/4/16,,Operations
38-1 PM1,13:40,16:40,3,12/6/16,38,Bus
ULEADER2 EVE,18:30,22:00,3.5,12/6/16,,Service
SERVICE2 MID,11:00:00,15:00:00,4,12/7/16,,Service
38-1 PM1,13:40,16:40,3,12/13/16,38,Bus
ULEADER2 EVE,18:30,22:00,3.5,12/13/16,,Service
SERVICE2 MID,11:00:00,15:00:00,4,12/14/16,,Service
RO AM,7:30,14:15,6.75,12/18/16,,Operations
38-1 PM1,13:40,16:40,3,12/20/16,38,Bus
ULEADER2 EVE,18:30,22:00,3.5,12/20/16,,Service
SERVICE2 MID,10:59,14:59,4,12/21/16,,Service
Parking School Trainer,8:00,17:00,9,9/24/16,,Service
30-3 MID Part 2,12:45,13:07,0.25,9/27/16,30,Bus
ULead Ran Over,22:00,22:25,0.5,9/27/16,,Service
RO Meeting,17:30,18:30,1,10/11/16,,Operations
Drivers Meeting,19:00,20:00,1,10/11/16,,Operations
Parking,14:15,14:50,0.5,10/16/16,,Operations
30-2 PM2 Part 2,18:45,20:00,1.25,10/27/16,30,Bus
UCREW1 EVE Part 2,20:00,22:00,2,10/27/16,,Service
RO Meeting,17:30,18:30,1,11/16/16,,Operations
Drivers Meeting,19:00,20:00,1,11/16/16,,Operations
Drivers Meeting,19:00,20:00,1,11/16/16,,Operations
38-1 MID Part 1,8:25,10:05,1.75,12/4/16,38,Bus
ULEADER2 EVE,18:30,22:00,3.5,1/26/17,,Service
38-2 EVE,20:00,27:15:00,7.25,1/27/17,38,Bus
39-1 EVE,20:00,24:50:00,4.75,1/29/17,39,Bus
30-2 PM2,16:37,20:00,3.5,1/30/17,30,Bus
38-1 PM2,16:40,19:45,3,1/31/17,38,Bus
38-2 PM2,17:10,20:20,3.25,2/2/17,38,Bus
35-2 PM1,13:38,16:38,3,2/2/17,35,Bus
38-1 PM1,13:40,16:40,3,2/3/17,38,Bus
ULEADER1 EVE,18:30,22:00,3.5,2/3/17,,Service
RO AM,8:00:00,14:15:00,6.25,2/5/17,,Operations
UCREW6 EVE,19:00,22:00,3,2/6/17,,Service
38-1 PM2,16:40,19:45,3,2/7/17,38,Bus
38-1 PM1,13:40,16:40,3,2/10/17,38,Bus
ULEADER1 EVE,18:30,22:00,3.5,2/10/17,,Service
RO AM,8:00:00,14:15:00,6.25,2/12/17,,Operations
38-1 PM2,16:40,19:45,3,2/14/17,38,Bus
38-2 PM2,17:10,20:20,3.25,2/16/17,38,Bus
38-1 PM1,13:40,16:40,3,2/17/17,38,Bus
ULEADER1 EVE,18:30,22:00,3.5,2/17/17,,Service
RO AM,8:00:00,14:15:00,6.25,2/19/17,,Operations
38-1 PM2,16:40,19:45,3,2/21/17,38,Bus
38-2 PM2,17:10,20:20,3.25,2/23/17,38,Bus
38-1 PM1,13:40,16:40,3,2/24/17,38,Bus
ULEADER1 EVE,18:30,22:00,3.5,2/24/17,,Service
38-1 PM2,16:40,19:45,3,2/28/17,38,Bus
38-2 PM2,17:10,20:20,3.25,3/2/17,38,Bus
RO AM,8:00:00,14:15:00,6.25,3/5/17,,Operations
38-1 PM2,16:40,19:45,3,3/7/17,38,Bus
38-2 PM2,17:10,20:20,3.25,3/9/17,38,Bus
38-1 PM1,13:40,16:40,3,3/10/17,38,Bus
ULEADER1 EVE,18:30,22:00,3.5,3/10/17,,Service
30-2 EVE,19:40,25:30:00,5.75,3/21/17,30,Bus
38-2 PM2,17:10,20:20,3.25,3/23/17,38,Bus
38-1 PM1,13:40,16:40,3,3/24/17,38,Bus
ULEADER1 EVE,18:30,22:00,3.5,3/24/17,,Service
RO AM,8:00:00,14:15:00,6.25,3/26/17,,Operations
38-1 PM2,16:40,19:45,3,3/28/17,38,Bus
38-2 PM2,17:10,20:20,3.25,3/30/17,38,Bus
38-1 PM1,13:40,16:40,3,3/31/17,38,Bus
ULEADER1 EVE,18:30,22:00,3.5,3/31/17,,Service
RO AM,8:00:00,14:15:00,6.25,4/2/17,,Operations
38-1 PM2,16:40,19:45,3,4/4/17,38,Bus
38-2 PM2,17:10,20:20,3.25,4/6/17,38,Bus
38-1 PM1,13:40,16:40,3,4/7/17,38,Bus
ULEADER1 EVE,18:30,22:00,3.5,4/7/17,,Service
RO AM,8:00:00,14:15:00,6.25,4/9/17,,Operations
38-1 PM2,16:40,19:45,3,4/11/17,38,Bus
38-2 PM2,17:10,20:20,3.25,4/13/17,38,Bus
38-1 PM1,13:40,16:40,3,4/14/17,38,Bus
ULEADER1 EVE,18:30,22:00,3.5,4/14/17,,Service
38-2 PM2,17:10,20:20,3.25,4/20/17,38,Bus
38-1 PM1,13:40,16:40,3,4/21/17,38,Bus
ULEADER1 EVE,18:30,22:00,3.5,4/21/17,,Service
38-1 PM2,16:40,19:45,3,4/25/17,38,Bus
38-2 PM2,17:10,20:20,3.25,4/27/17,38,Bus
38-1 PM1,13:40,16:40,3,4/28/17,38,Bus
38-1 PM2,16:40,19:45,3,5/2/17,38,Bus
38-2 PM2,17:10,20:20,3.25,5/4/17,38,Bus
38-1 PM1,13:40,16:40,3,5/5/17,38,Bus
ULEADER1 EVE,18:30,22:00,3.5,5/5/17,,Service
38-1 PM2,16:40,19:45,3,5/9/17,38,Bus
38-2 PM2,17:10,20:20,3.25,5/11/17,38,Bus
RO Meeting,17:30,18:30,1,1/25/17,,Operations
Drivers Meeting,19:00,20:15,1.25,1/25/17,,Operations
Completing Owls,13:00,13:15,0.25,2/3/17,,Operations
30-4 MID Part 2,12:07,13:22,1.25,2/7/17,30,Bus
33-2 MID Part 2,11:26,13:22,2,2/10/17,33,Bus
Supervisor Part 1,8:00,17:00,9,2/11/17,,Service
30-2 EVE Part 2,19:45,25:30:00,5.75,2/14/17,30,Bus
helped,14:15,15:15,1,2/12/17,,Bus
driver change,14:15,14:30,0.25,3/5/17,,Bus
paperwork,21:00,21:15,0.25,3/9/17,,Bus
RO Meeting,17:00,18:30,1.5,3/8/17,,Operations
Drivers Meeting,19:00,20:15,1.25,3/8/17,,Operations
38-1 PM2 Part 1,16:40,19:40,3,3/21/17,38,Bus
ULEADER1 EVE Part 2,19:45,22:00,2.25,4/4/17,,Service
SERVICE2 PM1 Part 1,15:00,16:40,1.75,4/4/17,,Service
Service Work,6:59,11:00,4,5/15/17,,Service
SERVICE2 MID,11:00,15:00,4,5/15/17,,Service
RO AM,6:00,12:45,6.75,5/18/17,,Operations
RO AM,6:00,12:45,6.75,5/22/17,,Operations
RO AM,6:00,12:45,6.75,6/1/17,,Operations
Service Work,10:58,15:00,4,6/2/17,,Service
RO AM,6:00,12:45,6.75,6/5/17,,Operations
Service Work,15:01,19:02,4,6/8/17,,Service
RO AM,6:00,12:45,6.75,8/21/17,,Operations
RO AM,6:00,12:45,6.75,8/25/17,,Operations
SERVICE2 AM,7:00,11:00,4,8/28/17,,Service
SERVICE2 MID,11:00,15:46,4.75,8/28/17,,Service
SERVICE2 AM,7:00,11:00,4,8/29/17,,Service
SERVICE2 MID,11:00,15:13,4.25,8/29/17,,Service
UD MID,10:00,13:15,3.25,8/31/17,,Operations
SERVICE1 PM1,15:00,19:00,4,8/31/17,,Service
UD PM1,13:00,16:15,3.25,9/1/17,,Operations
RO AM Part 1,7:45,9:00,1.25,5/7/17,,Operations
SERVICE1 MID,11:00,15:01,4,9/5/17,,Service
38-1 AM,6:20,10:40,4.25,9/5/17,38,Bus
Service Work,7:18,11:00,3.75,9/1/17,,Service
Service Work,11:11,13:00,1.75,9/1/17,,Service
30-3 AM,6:57,10:37,3.75,9/12/17,30,Bus
SERVICE2 AM,7:00,11:01,4,9/13/17,,Service
38-1 MID,10:40,13:40,3,9/14/17,38,Bus
SERVICE1 AM,7:00,11:01,4,9/15/17,,Service
SERVICE1 AM,7:05,11:00,4,9/18/17,,Service
SERVICE2 MID,11:00,15:01,4,9/18/17,,Service
SERVICE1 MID,10:59,15:00,4,9/19/17,,Service
30-3 AM,6:57,10:37,3.75,9/19/17,30,Bus
38-1 MID,10:40,13:40,3,9/21/17,38,Bus
SERVICE1 AM,7:01,11:00,4,9/22/17,,Service
Service Work,7:01,11:00,4,9/25/17,,Service
SERVICE2 MID,11:00,15:00,4,9/25/17,,Service
Service Work,11:00,15:06,4,9/26/17,,Service
30-3 AM,6:57,10:37,3.75,9/26/17,30,Bus
Service Work,6:59,11:00,4,9/27/17,,Service
38-1 MID,10:40,13:40,3,9/28/17,38,Bus
Service Work,7:04,11:00,4,9/29/17,,Service
Service Work,6:59,11:00,4,10/2/17,,Service
SERVICE2 MID,11:00,15:00,4,10/2/17,,Service
Service Work,10:58,15:02,4,10/3/17,,Service
30-3 AM,6:57,10:37,3.75,10/3/17,30,Bus
38-1 MID,10:40,13:40,3,10/5/17,38,Bus
Service Work,6:59,11:14,4.25,10/6/17,,Service
38-1 MID,10:40,13:40,3,10/12/17,38,Bus
SERVICE1 AM,7:00,11:00,4,10/13/17,,Service
SERVICE1 AM,7:00,11:00,4,10/16/17,,Service
SERVICE2 MID,11:00,15:01,4,10/16/17,,Service
SERVICE1 MID,11:00,15:00,4,10/17/17,,Service
30-3 AM,6:57,10:37,3.75,10/17/17,30,Bus
SERVICE2 AM,6:59,11:02,4,10/18/17,,Service
ULEADER2 EVE,18:30,22:00,3.5,10/18/17,,Service
38-1 MID,10:40,13:40,3,10/19/17,38,Bus
SERVICE1 AM,7:20,11:00,3.75,10/20/17,,Service
Service Work,6:59,11:00,4,10/23/17,,Service
SERVICE2 MID,11:00,15:00,4,10/23/17,,Service
SERVICE1 MID,11:00,15:00,4,10/24/17,,Service
30-3 AM,6:57,10:37,3.75,10/24/17,30,Bus
Service Work,7:02,11:00,4,10/25/17,,Service
38-1 MID,10:40,13:40,3,10/26/17,38,Bus
SERVICE1 AM,7:00,11:00,4,10/27/17,,Service
SERVICE1 AM,7:00,11:00,4,10/30/17,,Service
SERVICE2 MID,11:00,14:58,4,10/30/17,,Service
SERVICE1 MID,10:57,15:01,4,10/31/17,,Service
30-3 AM,6:57,10:37,3.75,10/31/17,30,Bus
SERVICE2 AM,7:00,11:18,4.25,11/1/17,,Service
38-1 MID,10:40,13:40,3,11/2/17,38,Bus
SERVICE1 AM,7:00,11:00,4,11/3/17,,Service
SERVICE2 MID,11:00,15:14,4.25,11/8/17,,Service
SERVICE2 AM,7:00,11:00,4,11/8/17,,Service
UD AM,6:15,10:30,4.25,11/9/17,,Operations
38-1 MID,10:40,13:40,3,11/9/17,38,Bus
SERVICE1 AM,7:06,11:02,4,11/10/17,,Service
SERVICE1 AM,7:00,11:00,4,11/13/17,,Service
SERVICE2 MID,11:00,15:06,4,11/13/17,,Service
SERVICE1 MID,10:59,14:59,4,11/14/17,,Service
30-3 AM,6:57,10:37,3.75,11/14/17,30,Bus
SERVICE2 AM,6:59,11:00,4,11/15/17,,Service
38-1 MID,10:40,13:40,3,11/16/17,38,Bus
SERVICE1 AM,7:00,11:00,4,11/17/17,,Service
SERVICE1 AM,7:00,11:00,4,11/27/17,,Service
SERVICE2 MID,11:00,15:02,4,11/27/17,,Service
SERVICE1 MID,11:00,15:00,4,11/28/17,,Service
30-3 AM,6:57,10:37,3.75,11/28/17,30,Bus
SERVICE2 AM,7:00,11:00,4,11/29/17,,Service
38-1 MID,10:40,13:40,3,11/30/17,38,Bus
SERVICE1 AM,7:01,11:00,4,12/1/17,,Service
SERVICE1 AM,7:00,11:00,4,12/4/17,,Service
SERVICE2 MID,11:00,15:17,4.25,12/4/17,,Service
SERVICE1 MID,11:01,15:00,4,12/5/17,,Service
30-3 AM,6:57,10:37,3.75,12/5/17,30,Bus
SERVICE2 AM,7:01,11:59,5,12/6/17,,Service
38-1 MID,10:40,13:40,3,12/7/17,38,Bus
SERVICE1 AM,7:03,11:23,4.25,12/8/17,,Service
SERVICE1 AM,7:01,11:00,4,12/11/17,,Service
SERVICE2 MID,11:00,15:00,4,12/11/17,,Service
35-3 AM,7:32,10:57,3.5,12/11/17,35,Bus
SERVICE1 MID,11:00,15:00,4,12/12/17,,Service
30-3 AM,6:57,10:37,3.75,12/12/17,30,Bus
SERVICE2 AM,7:05,11:00,4,12/13/17,,Service
38-1 MID,10:40,13:40,3,12/14/17,38,Bus
SERVICE1 AM,7:00,11:00,4,12/15/17,,Service
SERVICE1 AM,7:03,11:00,4,12/18/17,,Service
SERVICE2 MID,11:00,15:00,4,12/18/17,,Service
SERVICE1 MID,11:00,15:00,4,12/19/17,,Service
30-3 AM,6:57,10:37,3.75,12/19/17,30,Bus
SERVICE2 AM,6:58,11:03,4,12/20/17,,Service
Service Work,6:58,10:59,4,9/6/17,,Service
30-3 PM1 Part 1,14:00,15:00,1,9/25/17,30,Bus
30-3 PM1 Part 2,15:00,16:52,1.75,9/25/17,30,Bus
30-5 PM1 Part 1,13:37,15:00,1.5,10/2/17,30,Bus
30-5 PM1 Part 2,15:00,16:07,1,10/2/17,30,Bus
Service Work,9:00,11:56,3,10/4/17,,Service
Drivers Meeting,19:00,20:00,1,10/10/17,,Operations
RO Meeting,17:30,18:30,1,10/10/17,,Operations
31-4 AM Part 1,7:08,11:00,3.75,10/13/17,31,Bus
31-4 AM Part 2,11:00,11:02,0,10/13/17,31,Bus
31-4 PM1 Part 1,14:06,14:47,0.75,10/16/17,31,Bus
35-1 MID Part 1,10:47,11:00,0.25,10/17/17,35,Bus
35-1 MID Part 2,11:00,11:52,0.75,10/17/17,35,Bus
34-3 PM1 Part 2,14:00,14:25,0.5,10/24/17,34,Bus
38-1 MID Part 1,10:40,11:00,0.25,10/27/17,38,Bus
38-1 MID Part 2,11:00,12:10,1.25,10/27/17,38,Bus
30-3 AM Part 1,6:57,10:30,3.5,11/9/17,30,Bus
30-3 AM Part 2,10:30,10:37,0,11/9/17,30,Bus
30-5 AM Part 2,9:52,10:45,1,11/13/17,30,Bus
Drivers Meeting,19:00,20:00,1,11/15/17,,Operations
RO Meeting,17:30,18:30,1,11/15/17,,Operations
38-3 PM1 Part 1,13:10,15:00,1.75,11/28/17,38,Bus
38-3 PM1 Part 2,15:00,16:10,1.25,11/28/17,38,Bus
SERVICE2 AM,7:00,11:01,4,1/2/18,,Service
38-2 MID,10:45,14:45,4,1/8/18,38,Bus
UD AM,6:15:00,10:15:00,4,1/8/18,,Operations
RO AM,6:00,12:45,6.75,1/9/18,,Operations
38-2 MID,10:45,14:45,4,1/10/18,38,Bus
45-1 AM,6:10,8:35,2.5,1/10/18,45,Bus
SERVICE1 AM,7:00,11:00,4,1/15/18,,Service
SERVICE1 MID,11:00,15:00,4,1/15/18,,Service
SERVICE1 AM,6:59,11:00,4,1/16/18,,Service
SERVICE1 MID,11:00,15:02,4,1/16/18,,Service
38-1 AM,7:05,10:15,3.25,1/17/18,38,Bus
34-1 AM Part 2,10:30,10:55,0.5,12/8/17,34,Bus
38-1 AM,6:20,10:40,4.25,1/24/18,38,Bus
39-1 MID,10:45,14:25,3.75,1/24/18,39,Bus
SERVICE1 AM,7:01,11:00,4,1/25/18,,Service
SERVICE1 MID,11:00,15:16,4.25,1/25/18,,Service
RO Meeting,17:30,18:30,1,1/24/18,,Operations
Drivers Meeting,19:00,20:00,1,1/24/18,,Operations
45-2 AM,6:40,9:57,3.25,1/30/18,45,Bus
SERVICE1 MID,11:00,15:01,4,1/30/18,,Service
31-5 AM,7:23,10:36,3.25,1/31/18,31,Bus
RO AM,5:30,12:30,7,2/1/18,,Operations
31-4 PM1,14:06,16:36,2.5,2/2/18,31,Bus
39-1 AM,7:00,11:25,4.5,2/2/18,39,Bus
31-1 AM,6:46,10:51,4,2/5/18,31,Bus
45-2 AM,6:40,9:57,3.25,2/6/18,45,Bus
SERVICE1 MID,11:00,15:00,4,2/6/18,,Service
51-2 AM,9:06,11:15,2.25,2/8/18,51,Bus
RO AM,5:30,12:30,7,2/8/18,,Operations
31-4 PM1,14:06,16:36,2.5,2/9/18,31,Bus
39-1 AM,7:00,11:25,4.5,2/9/18,39,Bus
31-1 AM,6:46,10:51,4,2/12/18,31,Bus
SERVICE1 MID,11:00:00,15:00:00,4,2/12/18,,Service
45-2 AM,6:40,9:57,3.25,2/13/18,45,Bus
SERVICE1 MID,11:00,15:00,4,2/13/18,,Service
38-2 MID,11:10,14:10,3,2/14/18,38,Bus
SERVICE2 PM1,15:00,19:00,4,2/14/18,,Service
38-3 PM1,13:10,16:10,3,2/15/18,38,Bus
38-2 AM,6:25,11:10,4.75,2/15/18,38,Bus
RO AM,5:30,12:30,7,2/15/18,,Operations
31-4 PM1,14:06,16:36,2.5,2/16/18,31,Bus
31-1 AM,6:28,10:41,4.25,2/19/18,31,Bus
SERVICE1 MID,11:00,15:01,4,2/19/18,,Service
45-2 AM,6:40,9:57,3.25,2/20/18,45,Bus
SERVICE1 MID,11:02,15:00,4,2/20/18,,Service
34-1 AM,6:45,10:55,4.25,2/21/18,34,Bus
45-4 MID,12:07,14:10,2,2/21/18,45,Bus
RO AM,5:30,12:30,7,2/22/18,,Operations
31-4 PM1,14:06,16:36,2.5,2/23/18,31,Bus
31-1 AM,6:46,10:51,4,2/26/18,31,Bus
SERVICE1 MID,11:00:00,15:00:00,4,2/26/18,,Service
45-2 AM,6:40,9:57,3.25,2/27/18,45,Bus
Service Work,10:58,14:59,4,2/27/18,,Service
38-3 PM1,13:10,16:10,3,3/1/18,38,Bus
RO AM,5:30,12:30,7,3/1/18,,Operations
39-1 AM,7:00,11:25,4.5,3/2/18,39,Bus
31-1 AM,6:46,10:51,4,3/5/18,31,Bus
Service Work,10:55,15:00,4,3/5/18,,Service
45-2 AM,6:40,9:57,3.25,3/6/18,45,Bus
Service Work,11:00,15:02,4,3/6/18,,Service
30-5 AM,7:27,10:45,3.25,3/8/18,30,Bus
RO AM,5:30,12:30,7,3/8/18,,Operations
39-1 AM,7:00,11:25,4.5,3/9/18,39,Bus
SERVICE1 AM,7:00,11:00,4,3/12/18,,Service
SERVICE2 MID,11:00,15:00,4,3/12/18,,Service
SERVICE2 AM,7:00,11:00,4,3/13/18,,Service
SERVICE2 MID,11:00,15:00,4,3/13/18,,Service
Service Work,7:01,11:00,4,3/14/18,,Service
Service Work,11:00,15:03,4,3/14/18,,Service
SERVICE1 AM,7:00,11:00,4,3/15/18,,Service
SERVICE2 MID,11:00,15:00,4,3/15/18,,Service
SERVICE1 AM,7:00,11:00,4,3/16/18,,Service
Service Work,11:00,15:03,4,3/16/18,,Service
31-1 AM,6:46,10:51,4,3/19/18,31,Bus
SERVICE1 MID,11:00,14:59,4,3/19/18,,Service
45-2 AM,6:40,9:57,3.25,3/20/18,45,Bus
SERVICE1 MID,10:57,15:00,4,3/20/18,,Service
38-3 AM,6:55,10:10,3.25,3/21/18,38,Bus
39-1 MID,10:45,14:25,3.75,3/21/18,39,Bus
RO AM,5:30,12:30,7,3/22/18,,Operations
31-4 PM1,14:06,16:36,2.5,3/23/18,31,Bus
39-1 AM,7:00,11:25,4.5,3/23/18,39,Bus
31-1 AM,6:46,10:51,4,3/26/18,31,Bus
SERVICE1 MID,11:00,14:59,4,3/26/18,,Service
45-2 AM,6:40,9:57,3.25,3/27/18,45,Bus
SERVICE1 MID,11:00,15:00,4,3/27/18,,Service
31-1 AM,6:46,10:47,4,4/2/18,31,Bus
SERVICE1 MID,11:00:00,15:00:00,4,4/2/18,,Service
45-2 AM,6:40,9:57,3.25,4/3/18,45,Bus
SERVICE1 MID,11:00,15:00,4,4/3/18,,Service
RO AM,5:30,12:30,7,4/5/18,,Operations
31-4 PM1,14:06,16:36,2.5,4/6/18,31,Bus
39-1 AM,7:00,11:25,4.5,4/6/18,39,Bus
31-1 AM,6:46,10:51,4,4/9/18,31,Bus
Service Work,11:00,15:10,4.25,4/9/18,,Service
45-2 AM,6:40,9:57,3.25,4/10/18,45,Bus
Service Work,11:05,15:03,4,4/10/18,,Service
30-5 AM,7:27,10:45,3.25,4/11/18,30,Bus
33-1 AM,6:46,10:46,4,4/12/18,33,Bus
RO AM,5:30,12:30,7,4/12/18,,Operations
39-1 AM,7:00,11:25,4.5,4/13/18,39,Bus
31-1 AM,6:28,10:41,4.25,4/16/18,31,Bus
39-1 MID,10:45,14:25,3.75,4/18/18,39,Bus
UD AM,6:15,10:30,4.25,4/18/18,,Operations
RO AM,5:30,12:30,7,4/19/18,,Operations
31-4 PM1,14:06,16:36,2.5,4/20/18,31,Bus
39-1 AM,7:00,11:25,4.5,4/20/18,39,Bus
31-1 AM,6:46,10:51,4,4/23/18,31,Bus
45-2 AM,6:40,9:57,3.25,4/24/18,45,Bus
SERVICE1 MID,10:58,15:00,4,4/24/18,,Service
39-2 AM,7:40,11:55,4.25,4/26/18,39,Bus
RO AM,5:30,12:30,7,4/26/18,,Operations
31-4 PM1,14:06,16:36,2.5,4/27/18,31,Bus
39-1 AM,7:00,11:25,4.5,4/27/18,39,Bus
31-1 AM,6:46,10:51,4,4/30/18,31,Bus
31-4 MID,11:02,14:06,3,4/30/18,31,Bus
Service Work,11:00,14:59,4,4/30/18,,Service
45-2 AM,6:40,9:57,3.25,5/1/18,45,Bus
SERVICE1 MID,11:00,15:00,4,5/1/18,,Service
RO AM,5:30,12:30,7,5/3/18,,Operations
31-4 PM1,14:06,16:36,2.5,5/4/18,31,Bus
39-1 AM,7:00,11:25,4.5,5/4/18,39,Bus
31-1 AM,6:46,10:51,4,5/7/18,31,Bus
SERVICE1 MID,11:15,14:58,3.75,5/7/18,,Service
45-2 AM,6:40,9:57,3.25,5/8/18,45,Bus
SERVICE1 MID,11:01,15:00,4,5/8/18,,Service
RO AM,5:30,12:30,7,5/10/18,,Operations
35-2 AM Part 1,7:17,10:17,3,2/1/18,35,Bus
Picking up service,10:45,11:00,0.25,1/30/18,,Operations
34-1 PM1 Part 1,13:55,14:24,0.5,2/6/18,34,Bus
31-1 PM1 Part 3,15:51,17:06,1.25,2/8/18,31,Bus
31-4 MID Part 3,12:51,14:06,1.25,2/9/18,31,Bus
31-4 PM2 Part 1,16:36,17:17,0.75,2/9/18,31,Bus
38-3 PM2 Part 1,16:10,17:40,1.5,2/12/18,38,Bus
Backing the bus in,9:57,10:05,0.25,2/6/18,,Bus
RO Help,11:45,12:25,0.75,2/9/18,,Bus
30-1 MID Part 1,11:00,12:37,1.5,2/12/18,30,Bus
39-1 AM Part 2,7:55,11:25,3.5,2/16/18,39,Bus
34-3 MID Part 2,11:54,13:40,1.75,2/16/18,34,Bus
39-1 AM Part 1,7:00,11:05,4,2/23/18,39,Bus
39-1 MID Part 2,11:05,13:35,2.5,2/23/18,39,Bus
31-4 PM2 Part 1,16:36,17:17,0.75,2/23/18,31,Bus
30-1 MID Part 1,11:00,11:41,0.75,2/26/18,30,Bus
30-3 PM2 Part 1,16:52,18:07,1.25,2/26/18,30,Bus
30-3 PM1 Part 3,15:37,16:52,1.25,2/26/18,30,Bus
31-1 MID Part 2,12:06,14:02,2,3/9/18,31,Bus
33-1 PM1 Part 2,15:22,17:26,2,3/15/18,33,Bus
30-2 PM1 Part 2,16:30,18:30,2,3/14/18,30,Bus
RO Meeting,17:30,18:40,1.25,3/21/18,,Operations
Drivers Meeting,19:00,20:10,1.25,3/21/18,,Operations
30-4 MID Part 1,10:52,11:00,0.25,3/26/18,30,Bus
30-4 MID Part 2,11:00,11:45,0.75,3/26/18,30,Bus
31-3 MID Part 1,10:47,11:00,0.25,4/2/18,31,Bus
31-3 MID Part 2,11:00,13:51,2.75,4/2/18,31,Bus
30-3 MID Part 2,12:45,14:00,1.25,4/5/18,30,Bus
30-2 PM1 Part 1,13:45,15:00,1.25,4/9/18,30,Bus
39-2 PM1 Part 3,15:15,19:55,4.75,4/10/18,39,Bus
33-2 MID Part 1,10:42,11:26,0.75,4/12/18,33,Bus
Helped RO park bus,9:57,10:05,0.25,4/10/18,,Bus
bus swap,10:45,11:00,0.25,4/11/18,,Bus
34-1 AM Part 1,6:45,8:40,2,4/18/18,34,Bus
34-2 AM Part 3,8:55,10:30,1.5,4/18/18,34,Bus
34-2 AM Part 4,10:30,10:45,0.25,4/18/18,34,Bus
Shift ran over,12:30,12:45,0.25,4/19/18,,Operations
SERVICE1 MID,11:00,15:08,4.25,5/11/18,,Service
SERVICE1 AM,6:59,11:00,4,5/11/18,,Service
SERVICE2 AM,7:03,11:00,4,5/14/18,,Service
36-1 MID,11:02,14:02,3,5/14/18,36,Bus
UD MID,10:00,13:15,3.25,5/15/18,,Operations
45-2 AM,6:40,8:54,2.25,5/15/18,45,Bus
SERVICE2 AM,7:00,11:00,4,5/16/18,,Service
SERVICE2 MID,11:00,15:00,4,5/16/18,,Service
RO AM,6:00,12:45,6.75,5/17/18,,Operations
Service Work,7:00,10:55,4,5/21/18,,Service
36-1 MID,11:02,14:02,3,5/21/18,36,Bus
SERVICE2 MID,11:00,15:00,4,5/22/18,,Service
SERVICE1 AM,7:00,11:00,4,5/22/18,,Service
Service Work,11:00,15:01,4,5/24/18,,Service
45-2 AM,6:40,8:54,2.25,5/24/18,45,Bus
SERVICE1 MID,11:00,15:00,4,5/29/18,,Service
SERVICE1 AM,7:00,11:00,4,5/29/18,,Service
Service Work,7:01,10:59,4,5/30/18,,Service
Service Work,6:59,10:56,4,5/31/18,,Service
36-1 MID,11:02,14:02,3,5/31/18,36,Bus
30-1 MID,11:00,14:22,3.25,6/1/18,30,Bus
33-2 AM,7:21,10:42,3.25,6/1/18,33,Bus
RO AM,6:00,12:45,6.75,6/4/18,,Operations
Service Work,7:00,11:01,4,6/5/18,,Service
Service Work,11:01,15:00,4,6/5/18,,Service
31-3 AM,6:21,10:47,4.5,6/7/18,31,Bus
UD AM,6:15:00,10:15:00,4,6/8/18,,Operations
SERVICE1 MID,11:00,15:00,4,6/11/18,,Service
SERVICE1 AM,7:00,11:00,4,6/11/18,,Service
RO AM,6:00,12:45,6.75,6/12/18,,Operations
30-1 AM,6:55,11:00,4,6/14/18,30,Bus
Service Work,7:00,11:01,4,6/15/18,,Service
33-2 PM1,14:06,17:22,3.25,6/15/18,33,Bus
Service Work,7:03,10:55,3.75,6/19/18,,Service
30-1 MID,11:00,14:22,3.25,6/19/18,30,Bus
SERVICE1 AM,7:00,11:00,4,6/21/18,,Service
RO AM,6:00,12:45,6.75,6/25/18,,Operations
Service Work,7:02,11:00,4,6/26/18,,Service
SERVICE2 MID,11:00,15:00,4,6/26/18,,Service
33-2 AM,7:21,10:42,3.25,6/28/18,33,Bus
Service Work,15:00,18:16,3.25,6/29/18,,Service
shift ran over,11:25,11:35,0.25,4/20/18,,Bus
SERVICE1 MID Part 1,11:00:00,14:00,3,4/23/18,,Service
31-5 MID Part 2,11:17,13:47,2.5,4/23/18,31,Bus
35-3 PM1 Part 1,13:57,14:38,0.75,4/24/18,35,Bus
39-2 MID Part 2,13:15,14:55,1.75,4/26/18,39,Bus
39-2 MID Part 1,11:15,12:30,1.25,5/3/18,39,Bus
39-2 MID Part 2,12:30,14:55,2.5,5/3/18,39,Bus
31-3 PM1 Part 1,13:51,15:00,1.25,5/8/18,31,Bus
31-3 PM1 Part 2,15:00,15:06,0,5/8/18,31,Bus
