,shiftname,start time,end time,length,date,route,department,route_id,route_short_name,route_long_name,route_desc,route_type,route_url
0,21-PM,13:40,16:40,3.0,3/27/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
1,21-MID,13:25,16:05,2.75,3/29/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
2,21-AM, 8:30,12:50,4.25,4/13/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
3,23-MID Part 2,11:40,13:10,1.5,4/1/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
4,38-2 MID,11:10,14:10,3.0,9/2/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
5,38-1 EVE,19:35,23:55,4.25,9/15/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
6,38-3 PM2,16:10,20:50,4.75,9/17/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
7,38-1 EVE,19:35,23:55,4.25,9/22/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
8,38-3 PM2,16:10,20:50,4.75,9/24/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
9,38-1 EVE,19:35,23:55,4.25,9/29/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
10,38-3 PM2,16:10,20:50,4.75,10/1/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
11,38-1 EVE,19:35,23:55,4.25,10/6/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
12,38-3 PM2,16:10,20:50,4.75,10/8/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
13,38-1 EVE,19:35,23:55,4.25,10/13/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
14,38-1 EVE,19:35,23:55,4.25,10/14/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
15,38-3 PM2,16:10,20:50,4.75,10/15/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
16,38-3 PM2,16:10,20:50,4.75,10/17/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
17,38-1 EVE,19:35,23:55,4.25,10/20/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
18,38-3 PM2,16:10,20:50,4.75,10/22/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
19,38-1 EVE,19:35,23:55,4.25,10/27/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
20,38-3 PM2,16:10,20:50,4.75,10/29/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
21,38-1 EVE,19:35,23:55,4.25,11/3/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
22,38-3 PM2,16:10,20:50,4.75,11/5/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
23,38-1 EVE,19:35,23:55,4.25,11/10/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
24,38-1 EVE,19:35,23:55,4.25,11/17/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
25,38-3 PM2,16:10,20:50,4.75,11/19/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
26,38-1 EVE,19:35,23:55,4.25,11/24/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
27,38-3 PM2,16:10,20:50,4.75,11/26/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
28,38-1 EVE,19:35,23:55,4.25,12/1/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
29,38-3 PM2,16:10,20:50,4.75,12/3/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
30,38-1 EVE,19:35,23:55,4.25,12/8/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
31,38-3 PM2,16:10,20:50,4.75,12/10/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
32,38-2 EVE Part 1,20:45,23:25,2.75,9/20/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
33,38-1 EVE Part 2,20:55,26:35:00,5.75,10/17/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
34,38-2 PM1,14:45,18:45,4.0,1/9/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
35,38-3 PM1 Part 2,14:45,16:10,1.5,12/8/14,38,Bus,38,38,MHC / HC / AC / UM,,3,
36,38-1 MID,10:40,13:40,3.0,9/10/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
37,38-1 PM2,16:40,19:55,3.25,9/17/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
38,38-1 PM2,16:40,19:55,3.25,9/24/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
39,38-1 PM2,16:40,19:55,3.25,10/1/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
40,38-1 PM2,16:40,19:55,3.25,10/8/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
41,38-1 PM2,16:40,19:55,3.25,10/15/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
42,38-2 PM2,17:10,20:20,3.25,10/20/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
43,38-1 PM2,16:40,19:55,3.25,10/22/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
44,38-1 PM2,16:40,19:55,3.25,10/29/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
45,38-1 PM2,16:40,19:55,3.25,11/5/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
46,38-1 PM2,16:40,19:55,3.25,11/12/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
47,38-1 PM2,16:40,19:55,3.25,11/19/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
48,38-1 PM2,16:40,19:55,3.25,12/3/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
49,38-1 PM2,16:40,19:55,3.25,12/10/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
50,38-1 MID Part 1,8:30,10:10,1.75,11/1/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
51,38-1 AM, 6:40, 9:50,3.25,12/30/15,38,Bus,38,38,MHC / HC / AC / UM,,3,
52,38-3 MID,10:10,13:10,3.0,1/19/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
53,38-1 AM, 6:20,10:40,4.25,1/25/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
54,38-2 MID,11:10,14:10,3.0,1/26/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
55,38-3 MID,10:10,13:10,3.0,1/28/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
56,38-3 PM1 A,13:10,14:40,1.5,1/28/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
57,38-2 MID,11:10,14:10,3.0,2/2/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
58,38-3 MID,10:10,13:10,3.0,2/4/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
59,38-3 PM1 A,13:10,14:40,1.5,2/4/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
60,38-2 MID,11:10,14:10,3.0,2/9/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
61,38-3 MID,10:10,13:10,3.0,2/11/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
62,38-3 PM1 A,13:10,14:40,1.5,2/11/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
63,38-3 MID,10:10,13:10,3.0,2/18/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
64,38-3 PM1 A,13:10,14:40,1.5,2/18/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
65,38-2 MID,11:10,14:10,3.0,2/23/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
66,38-3 MID,10:10,13:10,3.0,2/25/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
67,38-3 PM1 A,13:10,14:40,1.5,2/25/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
68,38-2 MID,11:10,14:10,3.0,3/1/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
69,38-3 MID,10:10,13:10,3.0,3/3/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
70,38-3 PM1 A,13:10,14:40,1.5,3/3/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
71,38-2 MID,11:10,14:10,3.0,3/8/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
72,38-3 MID,10:10,13:10,3.0,3/10/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
73,38-3 PM1 A,13:10,14:40,1.5,3/10/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
74,38-3 PM1,15:40,19:00,3.25,3/15/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
75,38-2 MID,11:10,14:10,3.0,3/22/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
76,38-3 MID,10:10,13:10,3.0,3/24/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
77,38-3 PM1 A,13:10,14:40,1.5,3/24/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
78,38-2 MID,11:10,14:10,3.0,3/29/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
79,38-3 MID,10:10,13:10,3.0,3/31/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
80,38-3 PM1 A,13:10,14:40,1.5,3/31/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
81,38-2 MID,11:10,14:10,3.0,4/5/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
82,38-3 MID,10:10,13:10,3.0,4/7/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
83,38-3 PM1 A,13:10,14:40,1.5,4/7/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
84,38-2 MID,11:10,14:10,3.0,4/12/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
85,38-3 MID,10:10,13:10,3.0,4/14/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
86,38-3 PM1 A,13:10,14:40,1.5,4/14/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
87,38-2 MID,11:10,14:10,3.0,4/19/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
88,38-3 MID,10:10,13:10,3.0,4/21/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
89,38-3 PM1 A,13:10,14:40,1.5,4/21/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
90,38-2 MID,11:10,14:10,3.0,4/26/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
91,38-3 MID,10:10,13:10,3.0,4/28/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
92,38-3 PM1 A,13:10,14:40,1.5,4/28/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
93,38-2 MID,11:10,14:10,3.0,5/2/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
94,38-2 MID,11:10,14:10,3.0,5/3/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
95,38-3 MID,10:10,13:10,3.0,5/5/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
96,38-2 PM1 Part 2,15:40,17:10,1.5,2/8/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
97,38-3 MID,10:10,13:10,3.0,9/8/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
98,38-2 MID,11:10,14:10,3.0,9/9/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
99,38-1 PM1,13:40,16:40,3.0,9/20/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
100,38-1 PM1,13:40,16:40,3.0,9/27/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
101,38-1 PM1,13:40,16:40,3.0,10/4/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
102,38-1 PM1,13:40,16:40,3.0,10/18/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
103,38-1 PM1,13:40,16:40,3.0,10/25/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
104,38-2 PM2,16:45,20:45,4.0,10/29/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
105,38-1 PM1,13:40,16:40,3.0,11/1/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
106,38-1 PM1,13:40,16:40,3.0,11/8/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
107,38-1 PM1,13:40,16:40,3.0,11/15/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
108,38-1 PM1,13:40,16:40,3.0,11/29/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
109,38-1 PM1,13:40,16:40,3.0,12/6/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
110,38-1 PM1,13:40,16:40,3.0,12/13/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
111,38-1 PM1,13:40,16:40,3.0,12/20/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
112,38-1 MID Part 1,8:25,10:05,1.75,12/4/16,38,Bus,38,38,MHC / HC / AC / UM,,3,
113,38-2 EVE,20:00,27:15:00,7.25,1/27/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
114,38-1 PM2,16:40,19:45,3.0,1/31/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
115,38-2 PM2,17:10,20:20,3.25,2/2/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
116,38-1 PM1,13:40,16:40,3.0,2/3/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
117,38-1 PM2,16:40,19:45,3.0,2/7/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
118,38-1 PM1,13:40,16:40,3.0,2/10/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
119,38-1 PM2,16:40,19:45,3.0,2/14/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
120,38-2 PM2,17:10,20:20,3.25,2/16/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
121,38-1 PM1,13:40,16:40,3.0,2/17/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
122,38-1 PM2,16:40,19:45,3.0,2/21/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
123,38-2 PM2,17:10,20:20,3.25,2/23/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
124,38-1 PM1,13:40,16:40,3.0,2/24/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
125,38-1 PM2,16:40,19:45,3.0,2/28/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
126,38-2 PM2,17:10,20:20,3.25,3/2/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
127,38-1 PM2,16:40,19:45,3.0,3/7/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
128,38-2 PM2,17:10,20:20,3.25,3/9/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
129,38-1 PM1,13:40,16:40,3.0,3/10/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
130,38-2 PM2,17:10,20:20,3.25,3/23/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
131,38-1 PM1,13:40,16:40,3.0,3/24/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
132,38-1 PM2,16:40,19:45,3.0,3/28/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
133,38-2 PM2,17:10,20:20,3.25,3/30/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
134,38-1 PM1,13:40,16:40,3.0,3/31/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
135,38-1 PM2,16:40,19:45,3.0,4/4/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
136,38-2 PM2,17:10,20:20,3.25,4/6/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
137,38-1 PM1,13:40,16:40,3.0,4/7/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
138,38-1 PM2,16:40,19:45,3.0,4/11/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
139,38-2 PM2,17:10,20:20,3.25,4/13/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
140,38-1 PM1,13:40,16:40,3.0,4/14/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
141,38-2 PM2,17:10,20:20,3.25,4/20/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
142,38-1 PM1,13:40,16:40,3.0,4/21/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
143,38-1 PM2,16:40,19:45,3.0,4/25/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
144,38-2 PM2,17:10,20:20,3.25,4/27/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
145,38-1 PM1,13:40,16:40,3.0,4/28/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
146,38-1 PM2,16:40,19:45,3.0,5/2/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
147,38-2 PM2,17:10,20:20,3.25,5/4/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
148,38-1 PM1,13:40,16:40,3.0,5/5/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
149,38-1 PM2,16:40,19:45,3.0,5/9/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
150,38-2 PM2,17:10,20:20,3.25,5/11/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
151,38-1 PM2 Part 1,16:40,19:40,3.0,3/21/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
152,38-1 AM,6:20,10:40,4.25,9/5/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
153,38-1 MID,10:40,13:40,3.0,9/14/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
154,38-1 MID,10:40,13:40,3.0,9/21/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
155,38-1 MID,10:40,13:40,3.0,9/28/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
156,38-1 MID,10:40,13:40,3.0,10/5/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
157,38-1 MID,10:40,13:40,3.0,10/12/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
158,38-1 MID,10:40,13:40,3.0,10/19/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
159,38-1 MID,10:40,13:40,3.0,10/26/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
160,38-1 MID,10:40,13:40,3.0,11/2/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
161,38-1 MID,10:40,13:40,3.0,11/9/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
162,38-1 MID,10:40,13:40,3.0,11/16/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
163,38-1 MID,10:40,13:40,3.0,11/30/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
164,38-1 MID,10:40,13:40,3.0,12/7/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
165,38-1 MID,10:40,13:40,3.0,12/14/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
166,38-1 MID Part 1,10:40,11:00,0.25,10/27/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
167,38-1 MID Part 2,11:00,12:10,1.25,10/27/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
168,38-3 PM1 Part 1,13:10,15:00,1.75,11/28/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
169,38-3 PM1 Part 2,15:00,16:10,1.25,11/28/17,38,Bus,38,38,MHC / HC / AC / UM,,3,
170,38-2 MID,10:45,14:45,4.0,1/8/18,38,Bus,38,38,MHC / HC / AC / UM,,3,
171,38-2 MID,10:45,14:45,4.0,1/10/18,38,Bus,38,38,MHC / HC / AC / UM,,3,
172,38-1 AM,7:05,10:15,3.25,1/17/18,38,Bus,38,38,MHC / HC / AC / UM,,3,
173,38-1 AM,6:20,10:40,4.25,1/24/18,38,Bus,38,38,MHC / HC / AC / UM,,3,
174,38-2 MID,11:10,14:10,3.0,2/14/18,38,Bus,38,38,MHC / HC / AC / UM,,3,
175,38-3 PM1,13:10,16:10,3.0,2/15/18,38,Bus,38,38,MHC / HC / AC / UM,,3,
176,38-2 AM,6:25,11:10,4.75,2/15/18,38,Bus,38,38,MHC / HC / AC / UM,,3,
177,38-3 PM1,13:10,16:10,3.0,3/1/18,38,Bus,38,38,MHC / HC / AC / UM,,3,
178,38-3 AM,6:55,10:10,3.25,3/21/18,38,Bus,38,38,MHC / HC / AC / UM,,3,
179,38-3 PM2 Part 1,16:10,17:40,1.5,2/12/18,38,Bus,38,38,MHC / HC / AC / UM,,3,
180,11-PM,14:45,19:10,4.5,3/30/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
181,15-AM, 7:10,11:00,3.75,4/7/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
182,15-AM, 7:10,11:00,3.75,4/14/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
183,15-AM, 7:10,11:00,3.75,4/23/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
184,15-AM, 7:10,11:00,3.75,4/28/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
185,15-AM, 7:10,11:00,3.75,5/5/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
186,14-PM Part 3,17:00,18:24,1.5,4/1/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
187,14-PM Part 3,17:22,18:24,1.0,4/2/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
188,13-PM,14:30,18:30,4.0,5/9/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
189,11-PM,14:45,19:10,4.5,5/25/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
190,11-AM, 6:55,11:00,4.0,5/27/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
191,13-MID,10:52,14:30,3.75,5/28/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
192,13-AM, 6:45,10:52,4.0,5/30/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
193,11-MID,11:15,15:02,3.75,5/31/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
194,11-AM, 6:55,11:00,4.0,6/9/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
195,13-AM, 6:45,10:52,4.0,6/13/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
196,13-AM, 6:45,10:52,4.0,6/16/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
197,13-AM, 6:45,10:52,4.0,6/20/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
198,13-AM, 6:45,10:52,4.0,6/25/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
199,11-AM, 6:55,11:00,4.0,7/23/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
200,11-AM, 6:55,11:00,4.0,7/25/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
201,13-AM, 6:45,10:52,4.0,7/28/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
202,30-1 AM, 6:55,11:00,4.0,8/1/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
203,30-1 AM, 6:55,11:00,4.0,8/7/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
204,30-1 AM, 6:55,11:00,4.0,8/8/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
205,30-1 AM, 6:55,11:00,4.0,8/11/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
206,30-1 AM, 6:55,11:00,4.0,8/15/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
207,30-1 AM, 6:55,11:00,4.0,8/19/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
208,30-1 AM, 6:55,11:00,4.0,8/20/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
209,30-1 MID,11:00,14:22,3.25,8/26/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
210,30-3 AM, 6:45,10:52,4.0,8/28/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
211,11-MID Part 2,13:00,14:22,1.25,5/9/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
212,13-MID Part 1,10:52,11:30,0.75,5/30/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
213,30-2 AM, 6:57,10:37,3.75,9/12/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
214,30-5 EVE,19:45,25:30:00,5.75,9/23/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
215,30-5 EVE,19:45,25:30:00,5.75,9/30/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
216,30-5 EVE,19:45,25:30:00,5.75,10/7/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
217,30-5 EVE,19:45,25:30:00,5.75,10/21/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
218,30-5 EVE,19:45,25:30:00,5.75,10/28/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
219,30-5 EVE,19:45,25:30:00,5.75,11/4/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
220,30-5 EVE,19:45,25:30:00,5.75,11/12/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
221,30-2 PM2,16:52,19:30,2.75,11/17/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
222,30-5 EVE,19:45,25:30:00,5.75,11/18/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
223,30-5 EVE,19:45,25:30:00,5.75,11/25/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
224,30-5 EVE,19:45,25:30:00,5.75,12/2/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
225,30-5 EVE,19:45,25:30:00,5.75,12/9/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
226,30-5 EVE Part 2,21:50,25:30:00,3.75,9/8/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
227,30-2 MID Part 1,10:37,11:30,1.0,9/11/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
228,30-5 AM Part 2,9:45,11:00,1.25,10/2/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
229,30-4 PM1 Part 1,13:37,16:07,2.5,10/2/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
230,30-5 MID Part 2,11:22,12:15,1.0,12/1/14,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
231,30-4 PM2 Part 2,19:30,20:35,1.0,2/11/15,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
232,30-1 MID,11:00,14:22,3.25,5/12/15,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
233,30-1 MID,11:00,14:22,3.25,6/9/15,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
234,30-1 EVE,18:52,24:10:00,5.25,7/12/15,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
235,30-3 AM, 6:45,10:52,4.0,7/31/15,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
236,30-3 MID Part 2,11:52,12:52,1.0,5/8/15,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
237,30-4 AM, 7:12,10:52,3.75,9/9/15,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
238,30-5 PM2,17:00,19:52,2.75,9/10/15,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
239,30-1 MID Part 1,11:00,12:37,1.5,9/8/15,30,Bus,30,30,North Amherst / Old Belchertown Rd,,3,
